SymName,TotalAmountIn,TotalAmountOut,TotalTrades,profit,return_percent
FCCO,103567.99,104348.67,52,780.68,0.753785026
TWND-UN,13976.72,14081.48,7,104.76,0.749532079
ALRS,119312.06,120205.71,60,893.65,0.749002238
PROV,83648.79,84274.65,42,625.86,0.748199705
PAHC,127254.08,128191.95,64,937.87,0.737005839
BZH,65747.43,66225.55,33,478.12,0.727207132
C,65153.67,65625.77,33,472.1,0.724594639
LC,83678,84265.98,42,587.98,0.702669758
UL,61159.41,61574.29,31,414.88,0.678358408
AEPPZ,13777.65,13870.92,7,93.27,0.676965956
GPN,42917.32,43207.57,22,290.25,0.676300384
FONR,87592.71,88180.51,44,587.8,0.671060411
TRP,27582.33,27764.44,14,182.11,0.660241539
JPM-PC,21854.57,21995.54,11,140.97,0.645036713
SBGI,53724.37,54068.29,27,343.92,0.640156413
GHLD,95726.79,96326.6,48,599.81,0.626585306
CHT,21820.3,21956.72,11,136.42,0.625197637
USB-PH,43746.91,44013.69,22,266.78,0.609825928
CPF,59638.35,60000.77,30,362.42,0.607696222
PLTK,117473.09,118182.22,59,709.13,0.603653143
KWAC,3999.5,4023.59,2,24.09,0.602325291
WRK,41564.94,41812.96,21,248.02,0.596704819
OCFCP,11935.15,12004.4,6,69.25,0.580218933
AKO-A,169528.68,170496.71,85,968.03,0.571012527
AVGO,34656.69,34853.21,20,196.52,0.567047805
JRVR,45769.68,46028.1,23,258.42,0.564609584
PEBK,23871.27,23995.23,12,123.96,0.519285317
FUSB,75846.62,76234.18,38,387.56,0.510978604
AKO-B,189314.73,190258.85,95,944.12,0.498703931
CHSCP,19885.63,19984.66,10,99.03,0.4979978
SFBC,31758.51,31911.55,16,153.04,0.481886587
TIXT,79431.51,79804,40,372.49,0.468944881
GURE,51942.09,52179.68,26,237.59,0.457413246
EQH,39664.89,39839.97,20,175.08,0.441397921
CNM,49675.18,49878.67,25,203.49,0.409641193
FOR,45807.21,45980.85,23,173.64,0.379066963
FXNC,43837.98,43998.47,22,160.49,0.366098073
OSIS,27352.36,27452.42,14,100.06,0.365818525
CVLY,35807.88,35934.23,18,126.35,0.352855293
TANNZ,1992.38,1999.33,1,6.95,0.348829039
ASTL,57904.98,58101.85,29,196.87,0.339988029
CPAC,87866.21,88158.98,44,292.77,0.333199759
PSA-PH,23834.12,23913.41,12,79.29,0.332674334
SBNY,64567.52,64775.46,34,207.94,0.322050467
STZ,22962.77,23032.91,12,70.14,0.305450954
PTRS,67872.38,68079.1,34,206.72,0.304571609
TANH,113889.75,114235.22,57,345.47,0.303337219
CTBI,15850.33,15896.15,8,45.82,0.289079155
MXL,78921.73,79133.75,40,212.02,0.26864591
MHK,56117.48,56267.28,29,149.8,0.266939998
BEPC,35613.85,35701.05,18,87.2,0.244848563
SAL,71458.16,71619.34,36,161.18,0.225558565
HBAN,35853.81,35932.98,18,79.17,0.220813353
SKM,49603.63,49711.24,25,107.61,0.216939768
ET-PC,13920.88,13950.77,7,29.89,0.214713438
UMBF,47067.09,47147.48,24,80.39,0.170798747
WDC,59417.2,59518.63,30,101.43,0.170708145
FHN-PE,11906.6,11926.72,6,20.12,0.168981909
HYW,65887.63,65994.1,33,106.47,0.161593307
ZM,129104.17,129298.24,68,194.07,0.150320474
TEL,38786.11,38840.46,20,54.35,0.140127484
FISI,47700.57,47765.6,24,65.03,0.136329608
EVRI,55731.76,55801.96,28,70.2,0.125960494
ET-PE,15921.63,15939.38,8,17.75,0.11148356
JPM-PJ,35820.62,35832.38,18,11.76,0.032830253
BWFG,19814.61,19820.14,10,5.53,0.0279087
ARC,117932.23,117957.24,59,25.01,0.021207095
AROW,85374.77,85344.14,43,-30.63,-0.03587711
SBAC,35191.38,35171.55,19,-19.83,-0.056349026
BY,25789.53,25774.93,13,-14.6,-0.056612121
TCBX,25828.4,25811.17,13,-17.23,-0.066709514
VZ,61176.39,61110.33,31,-66.06,-0.107982835
GROW,51943.72,51838.63,26,-105.09,-0.202315121
CHTR,63038.05,62904.96,36,-133.09,-0.211126455
LOB,73191.32,73036.2,37,-155.12,-0.2119377
BMO,29096.29,29032.8,15,-63.49,-0.218206514
LYV,46816.27,46711.6,24,-104.67,-0.22357612
MBINP,15852.85,15817.21,8,-35.64,-0.22481762
FCBC,39717.97,39612.87,20,-105.1,-0.264615739
PNBK,29910.84,29830.66,15,-80.18,-0.268063351
BKU,39585.06,39474.51,20,-110.55,-0.279272028
SNFCA,27939,27859.73,14,-79.27,-0.283725259
BDXB,5924.7,5907.07,3,-17.63,-0.297567809
PSA-PI,37737.76,37624.22,19,-113.54,-0.300865764
SCHW-PJ,23857.11,23783.96,12,-73.15,-0.306617189
FITB,39645.97,39521.86,20,-124.11,-0.313045689
BNS,37323.99,37206.17,19,-117.82,-0.315668287
BPRN,11897.5,11859.51,6,-37.99,-0.31931078
QIWI,49892.02,49726.4,25,-165.62,-0.331956894
PSA-PL,31793.91,31684.71,16,-109.2,-0.343462003
EQH-PC,25889.65,25794.17,13,-95.48,-0.368796025
PEBO,21853.96,21772.23,11,-81.73,-0.373982564
PSB-PZ,31879.95,31760.31,16,-119.64,-0.375282897
ALLY,49547.87,49340.21,25,-207.66,-0.419109843
LAMR,41056.73,40864.56,21,-192.17,-0.468059682
PAYA,27950.81,27806.94,14,-143.87,-0.514725691
FULTP,25849.57,25711.83,13,-137.74,-0.532852191
COF-PK,31844.33,31673.66,16,-170.67,-0.535950984
MRBK,23884.63,23746.33,12,-138.3,-0.579033462
SYNA,85162.88,84658.79,44,-504.09,-0.591912815
CFG-PE,27853.25,27685.66,14,-167.59,-0.60168921
ATLCP,21881.73,21749.54,11,-132.19,-0.604111284
WEN,25881.46,25706.91,13,-174.55,-0.674420995
BAC,41693.92,41412.68,21,-281.24,-0.6745348
PSA-PM,33853.66,33624.4,17,-229.26,-0.677208904
AMSWA,47809.17,47464.23,24,-344.94,-0.721493387
BML-PJ,19894.59,19731.35,10,-163.24,-0.820524575
COF-PL,31806.79,31529.49,16,-277.3,-0.871826424
FITBO,29818.67,29555.85,15,-262.82,-0.881394106
GS-PA,27848.67,27602.92,14,-245.75,-0.882447887
CHSCL,13921.52,13797.41,7,-124.11,-0.89149748
HTBI,21836.52,21640.97,11,-195.55,-0.89551815
BAC-PN,29824.17,29532.51,15,-291.66,-0.977931657
EFSCP,37820.19,37444.26,19,-375.93,-0.993992891
ASB-PF,27827.3,27550.02,14,-277.28,-0.996431562
SCHW-PD,17899.39,17717.39,9,-182,-1.016794427
VOD,35865.71,35499.81,18,-365.9,-1.020194498
CFG-PD,17858.47,17675.51,9,-182.96,-1.024499859
BAC-PM,23851.2,23606.39,12,-244.81,-1.02640538
AFGB,23831.6,23586.31,12,-245.29,-1.029263667
FFIC,25839.62,25568.68,13,-270.94,-1.048544832
BML-PL,21904.69,21673.73,11,-230.96,-1.05438607
NSS,5949.81,5886.28,3,-63.53,-1.067765189
WFC-PZ,25846.64,25562.52,13,-284.12,-1.099253133
EQH-PA,27812.61,27506.2,14,-306.41,-1.101694519
GLOG-PA,9926.66,9814.52,5,-112.14,-1.129685111
JPM-PL,23879.28,23608.96,12,-270.32,-1.132027431
AFGE,33833.5,33448.68,17,-384.82,-1.137393412
UBFO,17969.28,17764.57,9,-204.71,-1.13922205
AFGD,25832.74,25535.25,13,-297.49,-1.151600643
WFC-PA,27826.61,27504.92,14,-321.69,-1.156051707
USB-PQ,35873.43,35454.66,18,-418.77,-1.167354223
CAC,23724.33,23447.14,12,-277.19,-1.168378622
MET-PF,27894.94,27568.43,14,-326.51,-1.170499022
SYF-PA,35847.07,35423.98,18,-423.09,-1.180263826
MBINO,31848.49,31462.35,16,-386.14,-1.212427968
FCNCO,17874.75,17655.55,9,-219.2,-1.226310857
HBANM,13909.67,13737.32,7,-172.35,-1.23906606
JPM-PM,25918.88,25597.05,13,-321.83,-1.241681739
COF-PN,31845.99,31446.29,16,-399.7,-1.255103076
BAC-PP,27826.36,27473.34,14,-353.02,-1.268653176
BAC-PK,11922.76,11766.47,6,-156.29,-1.310854198
BAC-PO,27860.84,27477.48,14,-383.36,-1.375981485
BOH-PA,23858.47,23529.83,12,-328.64,-1.377456308
USB-PP,27834.34,27442.63,14,-391.71,-1.407290419
MS-PA,21871.89,21559.11,11,-312.78,-1.430054741
AVAL,49966.18,49251.03,25,-715.15,-1.43126811
TFC-PR,23892.39,23548.49,12,-343.9,-1.439370444
GS-PD,23847.2,23494.4,12,-352.8,-1.479418967
BAC-PE,21891.04,21560.89,11,-330.15,-1.50815128
BML-PH,15934.55,15693.48,8,-241.07,-1.512876109
TWO-PA,19887.66,19578.48,10,-309.18,-1.55463237
BAC-PL,14587.85,14354.39,11,-233.46,-1.600372913
TVC,11894.58,11697.54,6,-197.04,-1.656552816
SNRHW,63995.37,62925.07,32,-1070.3,-1.672464742
TBCPW,47993.92,47184.64,24,-809.28,-1.686213587
ALTUU,1993.71,1958.82,1,-34.89,-1.750003762
NRUC,13892.37,13647.78,7,-244.59,-1.760606722
HWCPZ,19875.08,19514.17,10,-360.91,-1.815892062
BML-PG,17911.33,17584.66,9,-326.67,-1.823817662
BFIN,13978.39,13720.17,7,-258.22,-1.84727998
BAC-PB,7930.16,7783.52,4,-146.64,-1.849143019
CCNEP,5950.9,5837.83,3,-113.07,-1.900048732
DCOMP,27869.76,27337.91,14,-531.85,-1.908340797
MS-PK,17928.31,17585.22,9,-343.09,-1.913677307
ASB-PE,17904.5,17559.02,9,-345.48,-1.929570778
DDT,11939.13,11703.4,6,-235.73,-1.974431973
MS-PE,5954.19,5829.96,3,-124.23,-2.086429892
C-PK,7935.9,7755.07,4,-180.83,-2.278632543
CHSCN,9942.39,9710.36,5,-232.03,-2.333744703
CHSCM,13917.27,13582.02,7,-335.25,-2.408877603
MBNKP,5940.88,5794.98,3,-145.9,-2.455865124
AUBAP,9946.36,9696.31,5,-250.05,-2.513985016
LBRDP,15895.35,15489.06,8,-406.29,-2.556030537
C-PJ,7928.69,7707.57,4,-221.12,-2.788859194
GS-PJ,5946.21,5771.58,3,-174.63,-2.936828669
MS-PI,7949.2,7709.39,4,-239.81,-3.016781563
MS-PF,5952.15,5770.62,3,-181.53,-3.049822333
OTTW,7957.5,7698.15,4,-259.35,-3.259189444
SBNYP,15887.48,15367.26,8,-520.22,-3.274402234
PMVC,1997.52,1930.43,1,-67.09,-3.358664744
GAINN,5958.99,5716.12,3,-242.87,-4.075690679
CUBI-PF,1988.53,1898.77,1,-89.76,-4.513887143
ZIONL,1980.08,1885.63,1,-94.45,-4.770009293
NVR,0,0,58,0,
