SymName,TotalAmountIn,TotalAmountOut,TotalTrades,profit
OXY,45335.07000000001,48053.94,23,2718.8699999999953
ENPH,175644.94,191734.45000000004,90,16089.510000000038
TEX,132796.71,135695.36,67,2898.649999999994
NDSN,53488.83,54970.55,28,1481.7200000000012
EVRI,55731.759999999995,55801.96,28,70.20000000000437
AVGO,34656.689999999995,34853.21,20,196.52000000000407
C,65153.670000000006,65625.77,33,472.09999999999854
C-PK,7935.900000000001,7755.07,4,-180.83000000000084
C-PJ,7928.69,7707.57,4,-221.1199999999999
SYNA,85162.88,84658.79,44,-504.09000000001106
VSCO,67309.47,68368.51000000001,34,1059.0400000000081
RMD,87475.30000000002,91115.94000000002,46,3640.6399999999994
PSB-PZ,31879.95,31760.309999999998,16,-119.64000000000306
SSBK,7983.76,8850.029999999999,4,866.2699999999986
GHLD,95726.79,96326.59999999999,48,599.8099999999977
FBK,85356.02,88020.54,43,2664.5199999999895
PG,40745.85,42425.65,21,1679.800000000003
VRSK,75147.78,77415.54000000002,39,2267.760000000024
HTBI,21836.52,21640.97,11,-195.54999999999927
HMNF,49750.71,50937.47,25,1186.760000000002
SF,120662.47,124220.06999999999,61,3557.5999999999913
ALB,54129.310000000005,55591.289999999986,29,1461.9799999999814
TSCO,83051.13,86912.62999999999,43,3861.4999999999854
JRSH,113846.20999999999,115542.42,57,1696.2100000000064
TPR,81241.68,83165.23999999999,41,1923.5599999999977
HPK,139422.30000000002,146400.79000000004,70,6978.49000000002
MNDO,91943.36,92795.48000000001,46,852.1200000000099
GCMG,63833.69,64642.11,32,808.4199999999983
PLUS,128599.70999999999,132500.74,65,3901.029999999999
TT,89353.16999999998,93052.98000000001,46,3699.810000000027
CUBI,96912.88,99468.58,49,2555.699999999997
CUBI-PF,1988.53,1898.77,1,-89.75999999999999
TX,83347.16,85976.66,42,2629.5
GPC,78294.29999999999,81516.1,40,3221.8000000000175
RGP,47806.83,49244.67,24,1437.8399999999965
INVA,145488.25,147522.53,73,2034.2799999999988
MHO,174217.0,180087.19,88,5870.190000000002
WOR,170203.38999999998,174435.11,86,4231.720000000001
PERI,55722.51,57163.17,28,1440.6599999999962
TPH,143452.96999999997,148473.99,72,5021.020000000019
KAI,56763.240000000005,57478.88999999999,30,715.6499999999869
MERC,85706.50000000001,87447.84,43,1741.339999999982
DRCT,85949.10999999999,93564.72000000002,43,7615.61000000003
COF-PN,31845.99,31446.29,16,-399.7000000000007
AYI,137766.04,141193.98000000004,71,3427.9400000000314
BOH-PA,23858.470000000005,23529.829999999994,12,-328.64000000001033
SPLP-PA,11937.91,12300.640000000001,6,362.7300000000014
MCD,55299.65000000001,56474.82000000001,29,1175.1699999999983
RELX,77557.5,78657.58,39,1100.0800000000017
CCS,108545.12,111029.24999999999,55,2484.12999999999
VMW,84966.87000000002,85951.90999999999,44,985.0399999999645
PTRS,67872.37999999999,68079.10000000002,34,206.72000000003027
MRAM,161713.69,165168.68,81,3454.9899999999907
LAKE,147216.26,152820.68000000002,74,5604.420000000013
BWB,51735.02,52399.979999999996,26,664.9599999999991
ADSK,117377.48,120090.19000000002,62,2712.710000000021
CFB,53789.990000000005,54524.6,27,734.6099999999933
CRUS,108284.1,110406.91999999998,55,2122.819999999978
DOOR,80043.35,81425.15999999999,41,1381.8099999999831
NYT,97061.24,98298.07,49,1236.8300000000017
SII,77217.71,79387.84999999999,39,2170.139999999985
IGIC,113796.22,114893.5,57,1097.2799999999988
BPRN,11897.5,11859.509999999998,6,-37.9900000000016
WNC,79682.91,82184.99,40,2502.0800000000017
FHB,55643.909999999996,56234.61,28,590.7000000000044
AUBN,128646.34,130368.81,65,1722.4700000000012
MTG,43854.369999999995,44959.909999999996,22,1105.5400000000009
AVY,86560.55,88705.67000000001,45,2145.12000000001
WMS,105688.87,111740.59,54,6051.720000000001
SID,209806.51999999996,215814.96000000002,105,6008.4400000000605
OXM,68727.72,69472.03,35,744.3099999999977
EXPE,75381.26,77209.9,39,1828.6399999999994
BGR,59857.20999999999,62246.39,30,2389.1800000000076
AEHR,99652.31,103413.49,50,3761.1800000000076
IPGP,128915.59,130233.34999999998,67,1317.7599999999802
CBNK,109577.52,113203.41999999998,55,3625.8999999999796
MAN,119678.36,122826.93000000001,61,3148.570000000007
JNJ,53715.59,54619.32,28,903.7300000000032
NVDA,149952.06,154158.39,80,4206.330000000016
WRB,19705.7,20304.230000000003,10,598.5300000000025
FMNB,99668.07,100903.72,50,1235.6499999999942
UNP,79681.47,81259.65000000001,42,1578.1800000000076
LZB,142936.38999999998,146846.06,72,3909.670000000013
DXC,39710.73,40963.42999999999,20,1252.6999999999898
FDBC,130557.26,132978.03,66,2420.770000000004
AEIS,137379.74000000002,141430.16999999998,70,4050.429999999964
AIG,45387.68000000001,46762.740000000005,23,1375.0599999999977
ALLY,49547.87,49340.21,25,-207.6600000000035
FGBI,51722.48,53024.68,26,1302.199999999997
SNPS,42408.869999999995,43320.06999999999,23,911.1999999999971
HIMX,125690.11,130070.22000000002,63,4380.110000000015
PZZA,105706.64999999998,108164.50000000001,54,2457.850000000035
BCH,29841.84,30857.4,15,1015.5600000000013
NX,65585.77,66722.11,33,1136.3399999999965
AIT,76669.22,79494.58,39,2825.3600000000006
IOSP,72098.32,74050.65,37,1952.3299999999872
WMT,58101.709999999985,59506.07000000001,30,1404.3600000000224
MNTK,71784.68,74148.84,36,2364.1600000000035
UTHR,63618.72,67353.3,33,3734.5800000000017
TMHC,55588.939999999995,56383.26,28,794.320000000007
PPC,49696.37,51927.8,25,2231.4300000000003
NOC,78716.87000000001,80498.4,43,1781.5299999999843
GURE,51942.090000000004,52179.68,26,237.5899999999965
SANM,130836.42000000001,135002.08,66,4165.659999999974
MBINP,15852.849999999999,15817.21,8,-35.63999999999942
MBINO,31848.489999999998,31462.35,16,-386.1399999999994
MBIN,101444.51999999999,103143.8,51,1699.2800000000134
CSX,88687.66,90813.11,45,2125.449999999997
CRI,107530.37,108933.07,55,1402.7000000000116
FE,29716.760000000002,31110.77,15,1394.0099999999984
TK,135911.67,139545.58000000002,68,3633.9100000000035
GER,41915.2,43871.15,21,1955.9500000000044
DXLG,65912.35,67684.74,33,1772.3899999999994
TS,39750.840000000004,41409.93,20,1659.0899999999965
CTBI,15850.33,15896.150000000001,8,45.82000000000153
EXLS,78544.85,82292.20000000001,40,3747.350000000006
DOW,96894.15,99621.55,49,2727.4000000000087
CALB,19891.730000000003,20288.38,10,396.6499999999978
BOH,110134.98999999999,112306.38,56,2171.390000000014
RDY,74870.77,76335.53000000001,38,1464.7600000000093
JKHY,73164.04000000001,74775.88,38,1611.8399999999965
CMG,46897.39,47818.67,32,921.2799999999988
BRC,106707.93999999999,108289.34999999999,54,1581.4100000000035
COLM,80134.04,81229.65999999999,41,1095.6199999999953
WY,47553.02,48013.41,24,460.3900000000067
SAIA,62804.049999999996,63545.25,33,741.2000000000044
CTR,61588.72000000001,64400.29,31,2811.5699999999924
ABG,170387.84,177621.9,88,7234.059999999998
MMM,92117.45,92850.09,48,732.6399999999994
BFC,94568.73,96458.69,48,1889.9600000000064
LYB,93891.97,95174.72,48,1282.75
ITT,80448.87,82118.06,41,1669.1900000000023
UBCP,101625.33,103381.68000000001,51,1756.3500000000058
CATY,25715.89,26017.83,13,301.9400000000023
CAR,130292.48,138394.31,68,8101.830000000002
MCBC,31922.059999999998,32498.56,16,576.5000000000036
CAC,23724.329999999998,23447.14,12,-277.1899999999987
NSIT,43028.75,44153.97,22,1125.2200000000012
CSGS,80945.16999999998,83507.8,41,2562.630000000019
HI,89068.15,91105.87000000001,45,2037.7200000000157
MYFW,95519.31999999999,97485.33,48,1966.0100000000093
SUZ,81805.31,82576.63,41,771.320000000007
SNFCA,27939.000000000004,27859.729999999996,14,-79.27000000000771
UNMA,17853.629999999997,18021.39,9,167.76000000000204
ZEUS,121111.51999999997,125729.41000000002,61,4617.890000000043
MRK,63055.41,64140.87,32,1085.4599999999991
TWO-PA,19887.66,19578.48,10,-309.1800000000003
BBW,59789.73,62432.25000000001,30,2642.520000000004
FUNC,103563.70999999999,105619.22,52,2055.5100000000093
MOMO,203182.32,207347.07,102,4164.75
EGLE,116661.49,121947.45000000001,59,5285.960000000006
EMR,84553.19,86776.84999999999,43,2223.659999999989
HQI,143505.5,147291.22,72,3785.720000000001
TOWN,85509.43,86784.65999999999,43,1275.229999999996
WH,70904.75,72635.74,36,1730.9900000000052
BAH,74665.9,77650.73000000001,38,2984.8300000000163
NSSC,167278.61999999997,172568.97999999998,84,5290.360000000015
DAVA,111806.91,114123.54999999999,57,2316.639999999985
TPB,133000.4,135161.56,67,2161.1600000000035
SBNYP,15887.48,15367.26,8,-520.2199999999993
SBNY,64567.520000000004,64775.45999999999,34,207.93999999998778
III,173798.87,180379.16,87,6580.290000000008
SAL,71458.16,71619.34,36,161.17999999999302
OTTR,33421.31,34589.95,17,1168.6399999999994
BDC,65194.189999999995,67744.44,33,2550.2500000000073
MDC,164643.67,169721.85000000003,83,5078.180000000022
SRCE,39560.91,40643.780000000006,20,1082.8700000000026
GSMG,193866.56999999998,201677.74999999997,97,7811.179999999993
ESNT,81061.67,82468.63999999998,41,1406.9699999999866
SYY,29563.88,30688.079999999994,15,1124.1999999999935
UNVR,55636.03999999999,58296.7,28,2660.6600000000035
VCTR,151200.34999999998,157442.18,76,6241.830000000016
WNS,74637.13999999998,78105.82999999999,38,3468.6900000000023
AAON,94672.91,97945.62000000001,48,3272.7100000000064
LAMR,41056.729999999996,40864.560000000005,21,-192.16999999999098
ABB,51669.219999999994,53244.740000000005,26,1575.5200000000114
TOL,72922.99,74269.54000000001,37,1346.550000000003
ASC,43914.030000000006,47237.72000000001,22,3323.6900000000023
NWFL,33804.74,34326.58,17,521.8400000000038
ACEL,79783.5,80700.51000000001,40,917.0100000000093
SCX,145744.85,149823.13,73,4078.279999999999
FELE,110277.39,112696.28,56,2418.8899999999994
MMC,58216.0,60588.83,30,2372.8300000000017
RL,74254.57,75613.23999999999,38,1358.6699999999837
KO,49445.090000000004,50989.21,25,1544.1199999999953
WTBA,51631.61000000001,52402.149999999994,26,770.5399999999863
OGN,55544.52,56415.700000000004,28,871.1800000000076
AVNW,91653.76999999999,96764.08,46,5110.310000000012
SHW,75250.23999999999,77444.27,43,2194.0300000000134
HAL,49617.68,51469.83,25,1852.1500000000015
GOLF,85050.76000000001,87080.79999999999,43,2030.039999999979
UNB,101345.67000000001,103625.64,51,2279.9699999999866
AWI,70577.13,72287.64,36,1710.5099999999948
AIN,119911.34999999999,123153.06000000001,61,3241.710000000021
CMCSA,63261.06999999999,63939.979999999996,32,678.9100000000035
GMS,47457.45,48309.89,24,852.4400000000023
PIPR,85661.43000000002,88461.53,44,2800.0999999999767
CAL,57698.84,58573.02000000001,29,874.1800000000148
VALU,215847.90999999995,223799.38999999996,109,7951.4800000000105
PANL,201798.46999999997,207020.41999999998,101,5221.950000000012
DAC,128851.06,131819.41,65,2968.350000000006
EMO,63660.2,66825.44,32,3165.2400000000052
COF-PL,31806.79,31529.49,16,-277.2999999999993
COF-PK,31844.33,31673.659999999996,16,-170.67000000000553
COF,69962.22000000002,71319.43999999999,36,1357.219999999972
ZI,65246.73,67052.92,33,1806.189999999995
ALLE,107018.45999999999,108977.49999999999,55,1959.0399999999936
IBCP,123394.47999999998,125423.71,62,2029.230000000025
ABEV,183849.99000000002,185992.36,92,2142.3699999999662
JPM,93171.01000000001,94664.67,48,1493.659999999989
FFIN,118823.77,120725.65,60,1901.87999999999
SGU,73843.50000000001,74822.59,37,979.089999999982
AFL,37441.05,38811.91,19,1370.8600000000006
WIT,103845.79,106200.22,52,2354.4300000000076
FLT,115657.23999999999,118078.93,62,2421.6900000000023
ALV,100180.71,102097.13,51,1916.4199999999983
UGP,101900.57,104152.04,51,2251.4699999999866
BELFB,41787.56,44247.909999999996,21,2460.3499999999985
BELFA,33776.48,35616.58,17,1840.0999999999985
VFC,128079.81000000001,129160.78,65,1080.9699999999866
NRG,99303.27,101256.76999999999,50,1953.4999999999854
NVMI,88131.99,90427.66,45,2295.6699999999983
ALSN,114813.02,117384.18999999999,58,2571.1699999999837
IEX,67405.92,69702.20999999999,35,2296.2899999999936
ZIONL,1980.08,1885.63,1,-94.44999999999982
AROW,85374.77,85344.14000000001,43,-30.629999999990105
PYPL,82284.28000000001,83419.98999999999,42,1135.7099999999773
NWLI,23027.99,23537.23,12,509.23999999999796
HUM,91136.0,94412.49999999999,50,3276.4999999999854
TXRH,88038.81000000001,89887.30999999998,45,1848.499999999971
LKQ,43461.22,45069.72,22,1608.5
SWKS,158340.42,160941.30000000002,82,2600.8800000000047
CTDD,43758.729999999996,44766.87,22,1008.1400000000067
LW,96408.98,99923.42000000001,49,3514.440000000017
G,83048.38,85469.6,42,2421.220000000001
EVC,91880.39,95406.29,46,3525.899999999994
REGN,99741.31,102419.23999999999,56,2677.929999999993
BFIN,13978.39,13720.169999999998,7,-258.22000000000116
TGNA,115514.74,118745.45000000001,58,3230.7100000000064
PFHD,69727.84,70562.23000000001,35,834.390000000014
BWXT,86722.89,89303.88999999998,44,2580.9999999999854
SPNS,67645.84,69116.28,34,1470.4400000000023
ASX,137791.15,140683.67,69,2892.5200000000186
PLPC,37357.43,38099.3,19,741.8700000000026
OZK,89143.42000000001,91231.92999999998,45,2088.5099999999657
HALO,99185.29,103959.95,50,4774.6600000000035
SIVB,89792.35999999999,92260.0,51,2467.640000000014
GS-PJ,5946.21,5771.58,3,-174.6300000000001
GS-PA,27848.67,27602.92,14,-245.75
GS-PD,23847.199999999997,23494.4,12,-352.79999999999563
GILD,86505.21999999999,87571.25,44,1066.0300000000134
URI,33658.02,34652.03,18,994.010000000002
SOI,111644.07,114515.0,56,2870.929999999993
SMCI,51320.350000000006,54579.899999999994,26,3259.5499999999884
EQBK,51648.6,52974.04,26,1325.4400000000023
AFGC,45678.689999999995,46329.83000000001,23,651.140000000014
AFGE,33833.5,33448.68,17,-384.8199999999997
AFGD,25832.74,25535.25,13,-297.4900000000016
AFGB,23831.6,23586.309999999998,12,-245.29000000000087
EA,77666.79000000001,79040.73,40,1373.9399999999878
CAT,74076.28,75295.73,39,1219.449999999997
BCBP,81740.84,83262.49,41,1521.6500000000087
BJ,116859.12000000001,121776.85,59,4917.729999999996
ABT,32924.96,33269.07,17,344.1100000000006
CNHI,45845.22,46499.52,23,654.2999999999956
VIVO,143374.49,150037.42,72,6662.930000000022
TGS,213606.09000000003,219091.55,107,5485.459999999963
RGA,21365.5,22133.68,11,768.1800000000003
HEI-A,42905.28,44312.45,22,1407.1699999999983
HEI,36567.23999999999,38488.1,19,1920.8600000000079
IMKTA,82887.56999999999,85949.28999999998,42,3061.7199999999866
USLM,52454.630000000005,53586.27,27,1131.6399999999921
XPO,59390.63,60767.58,30,1376.9500000000044
GRMN,80264.02,82792.64,41,2528.6199999999953
OEC,113526.6,116434.64000000001,57,2908.040000000008
TEL,38786.11,38840.46,20,54.349999999998545
WF,43657.62,44108.179999999986,22,450.5599999999831
SUP,139814.3,144353.53,70,4539.2300000000105
CWBC,61870.0,63236.48,31,1366.4800000000032
TTGT,133876.44999999998,137819.19000000003,68,3942.740000000049
GEF-B,154058.24000000002,156889.90999999997,78,2831.6699999999546
KSS,194274.94,200172.38999999998,98,5897.4499999999825
NSC,64257.469999999994,65687.53000000001,34,1430.0600000000195
TDG,45322.380000000005,46889.030000000006,26,1566.6500000000015
RUSHB,69138.53,70676.91,35,1538.3800000000047
RUSHA,55245.52,56470.32,28,1224.800000000003
NFLX,115823.55,118831.32,64,3007.770000000004
ASLE,85738.58000000002,88262.70000000001,43,2524.1199999999953
DOV,83318.4,86539.85,43,3221.4500000000116
WSFS,126785.19,129231.51999999999,64,2446.329999999987
MT,89381.64,91892.90999999999,45,2511.2699999999895
FCN,68009.37,71572.45999999998,35,3563.089999999982
FF,71800.91,73443.26,36,1642.3499999999913
SNV-PE,33823.09,34485.799999999996,17,662.7099999999991
SNV-PD,31848.7,32609.79,16,761.0900000000001
DIN,135354.21000000002,137167.73,69,1813.5199999999895
PGC,119281.62000000001,122837.8,60,3556.179999999993
LRN,101256.41000000002,104929.46,51,3673.0499999999884
MU,98743.78,100540.09,50,1796.3099999999977
UBOH,145069.83000000002,147280.34,73,2210.50999999998
SGH,145296.31999999998,150463.27,73,5166.950000000012
WEYS,99435.47,101653.90999999997,50,2218.439999999973
FUTU,83043.42000000001,86528.89,42,3485.4699999999866
RRR,53404.41000000001,54094.99000000001,27,690.5800000000017
HWC,67071.48,68350.3,34,1278.820000000007
EFSCP,37820.19,37444.259999999995,19,-375.93000000000757
BABA,153985.22,156147.81,80,2162.5899999999965
PVL,65950.26,68607.87,33,2657.6100000000006
SCI,84877.35999999999,88193.73,43,3316.37000000001
CARR,85226.76000000001,89693.68,43,4466.919999999984
FIVE,145075.62000000002,148679.40000000002,75,3603.779999999999
PAM,79642.95,82966.28,40,3323.3300000000017
HIG,35480.82,36327.66,18,846.8400000000038
BLMN,41726.369999999995,43125.590000000004,21,1399.2200000000084
WEX,36604.02,37382.16999999999,19,778.1499999999942
PKG,61714.53,62472.12,32,757.5900000000038
SITE,96186.95000000001,96977.19,50,790.2399999999907
BG,60878.66,62477.01000000001,31,1598.3500000000058
FOX,126967.17,128696.3,64,1729.1300000000047
FOXA,132970.47999999998,134829.75000000003,67,1859.2700000000477
LAD,147909.25000000003,154633.40999999997,78,6724.159999999945
ADM,43041.94,44853.09000000001,22,1811.1500000000087
CARE,57847.85999999999,59961.08,29,2113.2200000000084
AUDC,133029.41,136084.59999999998,67,3055.189999999973
UONEK,183828.38999999998,193339.69999999998,92,9511.309999999998
UONE,215741.26,230934.81,108,15193.549999999988
MRBK,23884.63,23746.33,12,-138.29999999999927
HBAN,35853.810000000005,35932.98,18,79.16999999999825
ACM,45194.700000000004,46541.58,23,1346.8799999999974
HBANM,13909.67,13737.32,7,-172.35000000000036
SFM,123230.0,126702.48,62,3472.479999999996
RICK,41258.75,42452.28999999999,21,1193.5399999999936
TSN,96238.91,98101.52,49,1862.6100000000006
TITN,49687.19,51685.8,25,1998.6100000000006
DOX,45403.369999999995,46976.03999999999,23,1572.6699999999983
FONR,87592.70999999999,88180.51000000001,44,587.8000000000175
TNL,110745.12,112952.8,56,2207.6800000000076
AMPH,27819.270000000004,29740.14,14,1920.8699999999953
LEVI,111441.29000000001,113771.15,56,2329.859999999986
BLK,88135.50999999998,91377.98999999999,52,3242.4800000000105
FFIV,111364.23999999999,113479.42,58,2115.1800000000076
CLH,33046.58,33818.39,17,771.8099999999977
KRT,81658.19,83283.76,41,1625.5699999999924
THC,130497.14,135553.01,66,5055.87000000001
WM,52273.119999999995,54288.43,27,2015.310000000005
PPBI,59396.26,60697.14,30,1300.8799999999974
DG,72963.01000000001,81435.59,38,8472.579999999987
BECN,39373.20999999999,39869.380000000005,20,496.1700000000128
FMC,95618.11,98856.55,49,3238.4400000000023
FUSB,75846.62,76234.18,38,387.5599999999977
STVN,79613.69,81474.73000000001,40,1861.0400000000081
HSIC,96243.27,98193.04000000001,49,1949.770000000004
NBIX,87961.09999999998,90671.12000000001,45,2710.020000000033
NOA,41856.69,42573.05,21,716.3600000000006
SPWH,103803.40999999999,106405.03000000001,52,2601.6200000000244
DRI,50375.86,51211.25000000001,26,835.3900000000067
BMY,33552.9,34265.670000000006,17,712.7700000000041
WDC,59417.2,59518.630000000005,30,101.43000000000757
CWK,109517.91,111528.97,55,2011.0599999999977
PCAR,62527.6,66058.59,32,3530.989999999998
GSL,57697.7,58207.06999999999,29,509.36999999999534
SNBR,215111.45999999996,221458.79,109,6347.330000000045
BANR,96698.93999999999,98425.42,49,1726.4800000000105
HRMY,95106.59999999999,98439.59,48,3332.9900000000052
CNC,137886.99,141188.97,70,3301.9800000000105
HTH,107371.43000000001,110288.78000000001,54,2917.350000000006
CSGP,78604.15,81473.03,40,2868.8800000000047
ANF,109389.29,111830.30999999998,55,2441.0199999999895
GIS,60925.23,63100.35,31,2175.1199999999953
BZH,65747.43000000001,66225.55,33,478.11999999999534
AMTD,169807.77000000002,177300.01999999996,85,7492.249999999942
CVCY,125491.39,127077.40999999999,63,1586.0199999999895
AGYS,47486.770000000004,48797.47,24,1310.699999999997
CRWS,49917.99,50447.719999999994,25,529.7299999999959
CLPS,147903.54,152416.90999999997,74,4513.369999999966
CMI,83731.87000000001,86065.84,44,2333.9699999999866
OVBC,146929.15,149725.99,74,2796.8399999999965
URBN,97458.56999999999,98827.88,49,1369.3100000000122
CATC,96408.85,97729.75,49,1320.8999999999942
HUN,65554.83,66719.33,33,1164.5
FN,39187.23,40341.729999999996,20,1154.4999999999927
FIF,31892.579999999998,33053.16,16,1160.5800000000054
TTMI,39863.92999999999,40985.869999999995,20,1121.9400000000023
LU,193631.90000000002,195813.05,97,2181.149999999965
PHX,61957.450000000004,65872.33,31,3914.8799999999974
DE,50358.81999999999,51438.78999999999,28,1079.9700000000012
WAL,159336.99,164745.95,81,5408.960000000021
GPN,42917.32,43207.57,22,290.25
USB,98963.39000000001,100539.92,50,1576.5299999999843
USB-PP,27834.34,27442.63,14,-391.7099999999991
USB-PQ,35873.43,35454.66,18,-418.7699999999968
USB-PH,43746.90999999999,44013.69,22,266.7800000000134
BVH,81557.75000000001,83859.4,41,2301.6499999999796
CCNEP,5950.9,5837.83,3,-113.06999999999971
AVT,57433.18000000001,58440.72000000001,29,1007.5400000000009
ROCK,63382.43000000001,65086.45,32,1704.0199999999895
FMAO,146931.15,150112.28,74,3181.1300000000047
BMO,29096.29,29032.800000000007,15,-63.489999999994325
PFIE,51982.56,53188.479999999996,26,1205.9199999999983
K,55128.850000000006,56500.54,28,1371.689999999995
CPB,61323.310000000005,62362.75,31,1039.439999999995
RBB,69590.19,71520.81999999999,35,1930.62999999999
AEPPZ,13777.65,13870.92,7,93.27000000000044
FSBW,119290.67,121573.69,60,2283.020000000004
EHC,106329.39999999998,108279.25,54,1949.8500000000204
CRH,55397.939999999995,56072.030000000006,28,674.0900000000111
HESM,67665.66999999998,69491.54000000001,34,1825.8700000000244
CSWI,80280.42,82983.48000000001,41,2703.060000000012
IAA,104821.36,108227.42,53,3406.0599999999977
HNNA,131691.16,133895.94,66,2204.779999999999
FNV,52052.47000000001,52837.24,27,784.7699999999895
TSEM,21744.170000000002,22314.160000000003,11,569.9900000000016
SRV,55655.96,57658.899999999994,28,2002.939999999995
INGR,80460.19,81585.78,41,1125.5899999999965
JBHT,22922.79,23188.5,12,265.7099999999991
B,37611.57000000001,37896.35999999999,19,284.7899999999863
FHN,77780.31,80600.89,39,2820.5800000000017
FHN-PF,23838.520000000004,24060.760000000002,12,222.23999999999796
FHN-PE,11906.6,11926.72,6,20.11999999999898
LAZY,189379.07999999996,198271.53,95,8892.45000000004
SAP,81896.17,83527.16999999998,42,1630.9999999999854
EGBN,142552.86,144958.63,72,2405.7700000000186
BDXB,5924.7,5907.07,3,-17.63000000000011
EDUC,217572.96000000005,221108.63999999998,109,3535.679999999935
TCBK,116829.70000000001,119088.19999999998,59,2258.499999999971
SHBI,83742.88,85975.87000000001,42,2232.9900000000052
TCS,129683.15000000001,131651.89,65,1968.7400000000052
FCCO,103567.99,104348.67000000001,52,780.6800000000076
KOF,91106.06000000001,92496.33,46,1390.2699999999895
SFBC,31758.510000000002,31911.55,16,153.03999999999724
GNRC,176584.84,182810.00000000003,93,6225.160000000033
PCH,55266.85,55855.77,28,588.9199999999983
PPG,104674.06999999999,106901.37000000001,54,2227.3000000000175
HLIT,33887.64,34959.02,17,1071.3799999999974
CHMG,128829.81999999999,130428.45999999999,65,1598.6399999999994
CLX,82847.06999999999,83964.79000000001,43,1117.7200000000157
PAG,60267.700000000004,63078.01,31,2810.3099999999977
PFIS,37549.09,38503.45,19,954.3600000000006
FOR,45807.20999999999,45980.85,23,173.6400000000067
VIA,123534.28,134042.11000000002,62,10507.830000000016
OLLI,139896.57,142496.3,71,2599.7299999999814
VIASP,35808.10999999999,38009.29999999999,18,2201.189999999995
VBFC,81124.01000000001,83623.89,41,2499.87999999999
GD,76793.56,78531.78,40,1738.2200000000012
MEOH,97221.54000000001,99142.66,49,1921.1199999999953
DK,89350.26000000001,93562.06000000001,45,4211.800000000003
EDRY,149401.50999999998,159511.33000000002,75,10109.820000000036
ABBV,33051.200000000004,34046.39,17,995.189999999995
ITIC,149624.58,151506.17,78,1881.5900000000256
VIRT,97410.08000000002,100248.10999999999,49,2838.0299999999697
DGX,74032.2,76407.77999999998,38,2375.579999999987
CADE,47612.28,48449.72,24,837.4400000000023
BMRC,111136.84,112244.67,56,1107.8300000000017
FUN,57233.69,57761.16999999999,29,527.4799999999886
NXST,120386.11,124392.40000000001,62,4006.290000000008
GL,17602.5,17975.73,9,373.22999999999956
HOLI,159404.31999999998,164061.10000000003,80,4656.780000000057
CNM,49675.18,49878.67,25,203.48999999999796
ZM,129104.17,129298.24,68,194.07000000000698
NTZ,87804.99,89429.42,44,1624.429999999993
STBA,41728.97000000001,43021.840000000004,21,1292.8699999999953
DSKE,65897.99,67140.64,33,1242.6499999999942
TNK,180437.47999999998,189575.59000000003,91,9138.110000000044
LEG,144550.45,147742.12,73,3191.6699999999837
CBZ,39670.35,41176.64,20,1506.2900000000009
FDS,77479.55,80321.43000000001,42,2841.8800000000047
LGIH,181697.78999999998,189260.74000000002,93,7562.950000000041
ZTO,139172.43000000002,142545.30000000002,70,3372.8699999999953
DLTH,109682.6,110511.55,55,828.9499999999971
STC,102748.90999999999,105667.16999999998,52,2918.2599999999948
FBMS,81491.59,82510.77,41,1019.1800000000076
TRST,21803.05,21981.789999999997,11,178.73999999999796
CVBF,105526.50000000001,107869.27,53,2342.7699999999895
AMCR,75815.87,77041.53,38,1225.6600000000035
CNOB,51604.11,52303.6,26,699.489999999998
ATR,79714.61,80752.67,41,1038.0599999999977
CASY,74654.22999999998,77429.02,39,2774.7900000000227
BR,79154.95000000001,81208.70999999999,41,2053.75999999998
AMGN,71785.72000000002,73368.46,38,1582.7399999999907
ZGN,37904.119999999995,38420.33,19,516.2100000000064
CVS,80363.12,82792.05,41,2428.9300000000076
HRL,61307.52,62620.03000000001,31,1312.5100000000166
MET-PF,27894.94,27568.430000000004,14,-326.50999999999476
EFSC,47433.54,48592.479999999996,24,1158.939999999995
BIIB,116762.65000000001,119822.16000000002,62,3059.5100000000093
BAC-PN,29824.170000000002,29532.510000000002,15,-291.65999999999985
BAC-PM,23851.2,23606.39,12,-244.8100000000013
BAC-PE,21891.04,21560.890000000003,11,-330.1499999999978
BAC-PK,11922.759999999998,11766.47,6,-156.28999999999905
BAC-PB,7930.16,7783.52,4,-146.63999999999942
BAC-PP,27826.359999999997,27473.339999999997,14,-353.02000000000044
BML-PG,17911.33,17584.66,9,-326.6700000000019
BML-PL,21904.690000000002,21673.73,11,-230.96000000000276
BAC-PO,27860.84,27477.480000000003,14,-383.35999999999694
BAC-PL,14587.849999999999,14354.390000000001,11,-233.4599999999973
BML-PJ,19894.59,19731.350000000002,10,-163.23999999999796
BAC,41693.920000000006,41412.67999999999,21,-281.2400000000125
BML-PH,15934.55,15693.48,8,-241.0699999999997
VAC,34664.880000000005,35134.32,18,469.43999999999505
CI,18792.579999999998,19347.05,10,554.4700000000012
NISN,323446.57999999996,363923.39,162,40476.810000000056
GEO,95817.95999999999,100014.62000000001,48,4196.660000000018
BUSE,121397.86,123739.72,61,2341.8600000000006
FFWM,117450.32,119437.20000000001,59,1986.8800000000047
PNC,53799.49,54360.47,28,560.9800000000032
JOUT,146955.41999999998,148644.91,75,1689.4900000000198
CCBG,29804.189999999995,31064.329999999998,15,1260.140000000003
CFG-PE,27853.25,27685.660000000003,14,-167.5899999999965
CFG-PD,17858.47,17675.51,9,-182.96000000000276
